_id,Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
3928,17843,613,Ball Diamond,sport,Baseball Diamond Field - C,C,LITTLES ROAD PARK - Baseball Diamond Field
3929,17844,613,Sport Field,sport,Soccer Field - C,C,LITTLES ROAD PARK - Soccer Field
3930,23193,613,Bike Trail,None,Bike Trail,None,LITTLES ROAD PARK TRAIL (  1)
3931,23194,613,Bike Trail,None,Bike Trail,None,LITTLES ROAD PARK TRAIL (  2)
3932,23195,613,Bike Trail,None,Bike Trail,None,LITTLES ROAD PARK TRAIL (  3)
3933,23196,613,Bike Trail,None,Bike Trail,None,LITTLES ROAD PARK TRAIL (  4)
3934,33778,613,Playground,None,Playground Site,None,LITTLES ROAD PARK - Playground
3935,102231,613,Drinking Fountain,None,Drinking Fountain Count,None,LITTLES ROAD PARK - Drinking Water Source
3936,17845,614,Ball Diamond,sport,Baseball Diamond Field - C,C,LOCHLEVEN PARK - Baseball Diamond Field
3937,33781,614,Playground,None,Playground Site,None,LOCHLEVEN PARK - Playground
3938,78214,614,Drinking Fountain,None,Drinking Fountain Count,None,LOCHLEVEN PARK - Drinking Water Source
3939,17768,615,Ball Diamond,sport,Baseball Diamond Field - C,C,FUNDY BAY PARK - Baseball Diamond Field
3940,17769,615,Sport Field,sport,Soccer Field - C,C,FUNDY BAY PARK - Soccer Field
3941,22595,615,Bike Trail,None,Bike Trail,None,FUNDY BAY PARK TRAIL (  1)
3942,34082,615,Playground,None,Playground Site,None,FUNDY BAY PARK - Playground
3943,40439,615,Bike Trail,None,Bike Trail,None,FUNDY BAY PARK TRAIL (  2)
3944,76283,615,Skateboard Area,None,Skateboard Area,None,FUNDY BAY PARK - Skateboard Area
3945,22691,616,Bike Trail,None,Bike Trail,None,GATINEAU HYDRO CORRIDOR TRAIL (  4)
3946,33784,616,Playground,None,Playground Site,None,LORD ROBERTS WOODS - Playground
3947,29819,617,Kitchen,room,Kitchen - A,A,ELLESMERE COMMUNITY CENTRE - Kitchen
3948,40839,617,Weight/Cardio Room,None,Room-Fitness/Weight,None,ELLESMERE COMMUNITY CENTRE - Fitness Centre
3949,41314,617,Gymnasium,gym,Gymnasium - B,B,ELLESMERE COMMUNITY CENTRE - Gymnasium
3950,48230,617,Craft Room,room,Room-Craft - C,C,ELLESMERE COMMUNITY CENTRE - Craft Room
3951,48231,617,Gallery,room,Gallery/Hall  - B,B,ELLESMERE COMMUNITY CENTRE - Gallery/Hall
3952,48232,617,Preschool,room,Preschool - C,C,ELLESMERE COMMUNITY CENTRE - Preschool
3953,28320,618,Picnic Site,picnic,Picnic Site,None,LYNNDALE PARKETTE - Picnic Site
3954,17846,619,Ball Diamond,sport,Baseball Diamond Field - C,C,LYNNGATE PARK - Baseball Diamond Field
3955,33792,619,Playground,None,Playground Site,None,LYNNGATE PARK - Playground
3956,103212,619,Drinking Fountain,None,Drinking Fountain Count,None,LYNNGATE PARK - Drinking Water Source
3957,18216,621,Multipurpose Field,None,Multipurpose Field - C,C,JIM MCPHERSON PARK - Multipurpose Field (  1)
3958,18217,621,Multipurpose Field,None,Multipurpose Field - C,C,JIM MCPHERSON PARK - Multipurpose Field (  2)
3959,18218,621,Multipurpose Field,None,Multipurpose Field - C,C,JIM MCPHERSON PARK - Multipurpose Field (  3)
3960,18219,621,Sport Field,sport,Soccer Field - C,C,JIM MCPHERSON PARK - Soccer Field
3961,34534,621,Playground,None,Playground Site,None,JIM MCPHERSON PARK - Playground
3962,17816,622,Ball Diamond,sport,Baseball Diamond Field - C,C,JOHN TABOR PARK - Baseball Diamond Field
3963,17817,622,Sport Field,sport,Soccer Field - C,C,JOHN TABOR PARK - Soccer Field
3964,29923,623,Kitchen,room,Kitchen - C,C,TALL PINES COMMUNITY CENTRE - Kitchen
3965,48064,623,Lounge,room,Room - A,A,TALL PINES COMMUNITY CENTRE - Lounge
3966,48482,623,Gallery,room,Gallery/Hall  - B,B,TALL PINES COMMUNITY CENTRE - Gallery/Hall
3967,29924,624,Kitchen,room,Kitchen,None,TAM HEATHER CURLING AND TENNIS CLUB - Kitchen
3968,49024,624,Curling Rink,None,Curling Rink,None,TAM HEATHER CURLING AND TENNIS CLUB - Curling Rink
3969,17912,625,Ball Diamond,sport,Baseball Diamond Field - C,C,RON WATSON PARK - Baseball Diamond Field
3970,18242,625,Multipurpose Field,None,Multipurpose Field - C,C,RON WATSON PARK - Multipurpose Field (  2)
3971,18243,625,Multipurpose Field,None,Multipurpose Field - C,C,RON WATSON PARK - Multipurpose Field (  3)
3972,18244,625,Multipurpose Field,None,Multipurpose Field - C,C,RON WATSON PARK - Multipurpose Field (  4)
3973,18245,625,Sport Field,sport,Soccer Field - C,C,RON WATSON PARK - Soccer Field
3974,24162,625,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL (113)
3975,24163,625,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL (114)
3976,32433,625,Parking Lot,None,Outdoor Parking Lot,None,RON WATSON PARK - Parking Lot
3977,33891,625,Playground,None,Playground Site,None,RON WATSON PARK - Playground
3978,5004,626,Splash Pad,None,Splash/Spray Pad,None,TERRAVIEW PARK - Splash/Spray Pad
3979,17953,626,Sport Field,sport,Soccer Field - C,C,TERRAVIEW PARK - Soccer Field
3980,34276,626,Playground,None,Playground Site,None,TERRAVIEW PARK - Playground
3981,43684,626,Pond,None,Open Water,None,TERRAVIEW PARK - POND - Open Water
3982,102279,626,Drinking Fountain,None,Drinking Fountain Count,None,TERRAVIEW PARK - Drinking Water Source
3983,17709,627,Ball Diamond,sport,Baseball Diamond Field - C,C,CHARTWELL PARK - Baseball Diamond Field
3984,17710,627,Sport Field,sport,Soccer Field - C,C,CHARTWELL PARK - Soccer Field
3985,34401,627,Playground,None,Playground Site,None,CHARTWELL PARK - Playground
3986,36522,628,Sport Field,sport,Soccer Field - C,C,FAIRGLEN PARK - Soccer Field (  1)
3987,36523,628,Sport Field,sport,Soccer Field - C,C,FAIRGLEN PARK - Soccer Field (  2)
3988,36524,628,Sport Field,sport,Soccer Field - C,C,FAIRGLEN PARK - Soccer Field (  3)
3989,36525,628,Sport Field,sport,Soccer Field - C,C,FAIRGLEN PARK - Soccer Field (  4)
3990,2432,629,Drinking Fountain,None,Drinking Fountain Count,None,CEDARVALE PARK - Drinking Water Source (  1)
3991,2432,629,Dog Fountain,None,Dog Fountain Count,None,CEDARVALE PARK - Drinking Water Source (  1)
3992,2828,629,Dogs Off-Leash Area,None,Off Leash Area,None,CEDARVALE PARK - Off Leash Area
3993,3451,629,Pickleball Court,None,None,None,CEDARVALE PARK - Tennis Court Area
3994,3451,629,Pickleball Court,None,None,None,CEDARVALE PARK - Tennis Court Area
3995,3452,629,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CEDARVALE PARK - Outdoor Tennis Court (  1)
3996,3453,629,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CEDARVALE PARK - Outdoor Tennis Court (  2)
3997,3454,629,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CEDARVALE PARK - Outdoor Tennis Court (  3)
3998,3455,629,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CEDARVALE PARK - Outdoor Tennis Court (  4)
3999,17703,629,Ball Diamond,sport,Baseball Diamond Field - C,C,CEDARVALE PARK - Baseball Diamond Field
4000,17704,629,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,CEDARVALE PARK - Cricket Pitch Field
4001,21813,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL (  1)
4002,21814,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL ( 10)
4003,21815,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL ( 11)
4004,21816,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL ( 12)
4005,21817,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL ( 13)
4006,21818,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL ( 14)
4007,21819,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL ( 15)
4008,21824,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL (  2)
4009,21835,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL (  3)
4010,21846,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL (  4)
4011,21857,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL (  5)
4012,21868,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL (  6)
4013,21879,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL (  7)
4014,21890,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL (  8)
4015,21901,629,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL (  9)
4016,32236,629,Parking Lot,None,Outdoor Parking Lot,None,CEDARVALE PARK - Parking Lot
4017,34389,629,Playground,None,Playground Site,None,CEDARVALE PARK - Playground
4018,40935,629,Sport Field,sport,Soccer Field - B,B,CEDARVALE PARK - Soccer Field
4019,43562,629,Outdoor Rink,ice,Outdoor Ice Pad,None,CEDARVALE PARK - Outdoor Ice Pad
4020,49762,629,Splash Pad,None,Splash/Spray Pad,None,CEDARVALE PARK - Splash/Spray Pad
4021,78119,629,Bottle Filling Station,None,Water Bottle Filling Count,None,CEDARVALE PARK - Drinking Water Source (  2)
4022,78151,629,Dog Fountain,None,Dog Fountain Count,None,CEDARVALE PARK - Drinking Water Source (  3)
4023,78151,629,Drinking Fountain,None,Drinking Fountain Count,None,CEDARVALE PARK - Drinking Water Source (  3)
4024,2081,630,Clubhouse,None,Clubhouse,None,JACK GOODLAD COMMUNITY CENTRE
4025,2081,630,Washroom Facility,None,Washroom Building,None,JACK GOODLAD COMMUNITY CENTRE
4026,29851,630,Kitchen,room,Kitchen,None,JACK GOODLAD COMMUNITY CENTRE - Kitchen
4027,48308,630,Gallery,room,Gallery/Hall  - B,B,JACK GOODLAD COMMUNITY CENTRE - Gallery/Hall
4028,34467,631,Playground,None,Playground Site,None,GUILDWOOD VILLAGE PARK - Playground
4029,3448,632,Pickleball Court,None,None,None,CHALKFARM PARK - Tennis Court Area
4030,3449,632,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CHALKFARM PARK - Outdoor Tennis Court (  1)
4031,3450,632,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CHALKFARM PARK - Outdoor Tennis Court (  2)
4032,4714,632,Splash Pad,None,Splash/Spray Pad,None,CHALKFARM PARK - Splash/Spray Pad
4033,21935,632,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL ( 10)
4034,21936,632,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL ( 11)
4035,21937,632,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL ( 12)
4036,21938,632,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL ( 13)
4037,21996,632,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL (  8)
4038,21997,632,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL (  9)
4039,34393,632,Playground,None,Playground Site,None,CHALKFARM PARK - Playground
4040,74303,632,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CHALKFARM PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
4041,74304,632,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CHALKFARM PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
4042,74305,632,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CHALKFARM PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
4043,74306,632,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CHALKFARM PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  4)
4044,74307,632,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CHALKFARM PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  5)
4045,74308,632,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CHALKFARM PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  6)
4046,4332,633,Outdoor Pool,pool,Outdoor Pool Tank - A,A,HERON PARK COMMUNITY RECREATION CENTRE - Outdoor Pool Tank
4047,17368,633,Indoor Rink,ice,Indoor Ice Pad - B,B,HERON PARK COMMUNITY RECREATION CENTRE - Indoor Ice Pad (  1)
4048,17368,633,Indoor Dry Pad,ice,Indoor Dry Pad - B,B,HERON PARK COMMUNITY RECREATION CENTRE - Indoor Ice Pad (  1)
4049,29842,633,Kitchen,room,Kitchen - B,B,HERON PARK COMMUNITY RECREATION CENTRE - Kitchen
4050,41349,633,Gymnasium,gym,Gymnasium - A,A,HERON PARK COMMUNITY RECREATION CENTRE - Gymnasium
4051,44348,633,Indoor Rink,ice,Indoor Ice Pad - C,C,HERON PARK COMMUNITY RECREATION CENTRE - Indoor Ice Pad (  2)
4052,44348,633,Indoor Dry Pad,ice,Indoor Dry Pad - C,C,HERON PARK COMMUNITY RECREATION CENTRE - Indoor Ice Pad (  2)
4053,48003,633,Enhanced Youth Space,None,Room - C,C,HERON PARK COMMUNITY RECREATION CENTRE - Enhanced Youth Space
4054,48288,633,Gallery,room,Gallery/Hall  - B,B,HERON PARK COMMUNITY RECREATION CENTRE - Gallery/Hall
4055,48289,633,Preschool,room,Preschool - C,C,HERON PARK COMMUNITY RECREATION CENTRE - Preschool
4056,17793,635,Ball Diamond,sport,Baseball Diamond Field - B,B,HIGHLAND CREEK COMMUNITY PARK - Baseball Diamond Field
4057,22783,635,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL ( 10)
4058,22784,635,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL ( 11)
4059,22785,635,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL ( 12)
4060,22786,635,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL ( 13)
4061,22787,635,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL ( 14)
4062,22788,635,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL ( 15)
4063,22789,635,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL ( 16)
4064,22790,635,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL ( 17)
4065,22791,635,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL ( 18)
4066,22792,635,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL ( 19)
4067,34491,635,Playground,None,Playground Site,None,HIGHLAND CREEK COMMUNITY PARK - Playground
4068,49518,635,Parking Lot,None,Outdoor Parking Lot,None,HIGHLAND CREEK COMMUNITY PARK - Parking Lot
4069,102215,635,Drinking Fountain,None,Drinking Fountain Count,None,HIGHLAND CREEK COMMUNITY PARK - Drinking Water Source
4070,17794,636,Ball Diamond,sport,Baseball Diamond Field - C,C,HIGHLAND HEIGHTS PARK - Baseball Diamond Field
4071,34492,636,Playground,None,Playground Site,None,HIGHLAND HEIGHTS PARK - Playground
4072,2304,637,Drinking Fountain,None,Drinking Fountain Count,None,GILTSPUR PARK - Drinking Water Source
4073,3224,637,Outdoor Bocce Court,None,Outdoor Bocce Court,None,GILTSPUR PARK - Outdoor Bocce Court (  1)
4074,3225,637,Outdoor Bocce Court,None,Outdoor Bocce Court,None,GILTSPUR PARK - Outdoor Bocce Court (  2)
4075,3226,637,Outdoor Bocce Court,None,Outdoor Bocce Court,None,GILTSPUR PARK - Outdoor Bocce Court (  3)
4076,3227,637,Outdoor Bocce Court,None,Outdoor Bocce Court,None,GILTSPUR PARK - Outdoor Bocce Court (  4)
4077,17774,637,Ball Diamond,sport,Baseball Diamond Field - C,C,GILTSPUR PARK - Baseball Diamond Field
4078,34436,637,Playground,None,Playground Site,None,GILTSPUR PARK - Playground
4079,2074,638,Washroom Facility,None,Washroom Building,None,GLEN LONG COMMUNITY CENTRE
4080,4412,638,Outdoor Pool,pool,Outdoor Pool Tank - C,C,GLEN LONG COMMUNITY CENTRE - Outdoor Pool Tank
4081,29831,638,Kitchen,room,Kitchen - B,B,GLEN LONG COMMUNITY CENTRE - Kitchen
4082,30238,638,Dressing Room,None,Change Room,None,GLEN LONG COMMUNITY CENTRE - Dressing Room - Male (  1)
4083,30239,638,Dressing Room,None,Change Room,None,GLEN LONG COMMUNITY CENTRE - Dressing Room - Female (  1)
4084,30240,638,Dressing Room,None,Change Room,None,GLEN LONG COMMUNITY CENTRE - Dressing Room - Male (  2)
4085,30241,638,Dressing Room,None,Change Room,None,GLEN LONG COMMUNITY CENTRE - Dressing Room - Female (  2)
4086,41337,638,Gymnasium,gym,Gymnasium - B,B,GLEN LONG COMMUNITY CENTRE - Gymnasium
4087,43585,638,Outdoor Rink,ice,Outdoor Ice Pad - A,A,GLEN LONG COMMUNITY CENTRE - Outdoor Ice Pad
4088,43585,638,Outdoor Dry Pad,ice,Outdoor Dry Pad - A,A,GLEN LONG COMMUNITY CENTRE - Outdoor Ice Pad
4089,60264,638,Indoor Bocce Court,None,Indoor Bocce Court,None,GLEN LONG COMMUNITY CENTRE - Indoor Bocce Court (  1)
4090,60265,638,Indoor Bocce Court,None,Indoor Bocce Court,None,GLEN LONG COMMUNITY CENTRE - Indoor Bocce Court (  2)
4091,32318,639,Parking Lot,None,Outdoor Parking Lot,None,GLEN LONG PARK - Parking Lot
4092,32553,639,Parking Lot,None,Outdoor Parking Lot,None,GLEN LONG COMMUNITY CENTRE - Parking Lot
4093,34443,639,Playground,None,Playground Site,None,GLEN LONG PARK - Playground
4094,3214,640,Outdoor Tennis Court,None,Outdoor Tennis Court,None,GLENDORA PARK - Outdoor Tennis Court (  1)
4095,3215,640,Outdoor Tennis Court,None,Outdoor Tennis Court,None,GLENDORA PARK - Outdoor Tennis Court (  2)
4096,22744,640,Bike Trail,None,Bike Trail,None,GLENDORA PARK TRAIL (  1)
4097,22745,640,Bike Trail,None,Bike Trail,None,GLENDORA PARK TRAIL (  2)
4098,22746,640,Bike Trail,None,Bike Trail,None,GLENDORA PARK TRAIL (  3)
4099,22747,640,Bike Trail,None,Bike Trail,None,GLENDORA PARK TRAIL (  4)
4100,34445,640,Playground,None,Playground Site,None,GLENDORA PARK - Playground
4101,71362,640,Splash Pad,None,Splash/Spray Pad,None,GLENDORA PARK - Splash/Spray Pad
4102,102041,640,Bottle Filling Station,None,Water Bottle Filling Count,None,GLENDORA PARK - Drinking Water Source
4103,17778,641,Sport Field,sport,Soccer Field - B,B,GODSTONE PARK - Soccer Field
4104,72291,641,Playground,None,Playground Site,None,GODSTONE PARK - Playground
4105,76548,641,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GODSTONE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
4106,76549,641,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GODSTONE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
4107,76550,641,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GODSTONE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
4108,76551,641,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GODSTONE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  4)
4109,76552,641,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GODSTONE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  5)
4110,102121,641,Bottle Filling Station,None,Water Bottle Filling Count,None,GODSTONE PARK - Drinking Water Source
4111,132495,641,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GODSTONE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  6)
4112,132496,641,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GODSTONE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  7)
4113,132497,641,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GODSTONE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  8)
4114,132498,641,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GODSTONE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  9)
4115,132499,641,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GODSTONE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment ( 10)
4116,132500,641,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GODSTONE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment ( 11)
4117,134754,641,Outdoor Table Tennis,None,Outdoor Table Tennis,None,GODSTONE PARK - Outdoor Table Tennis
4118,134755,641,Picnic Shelter,picnic,Shelter,None,GODSTONE PARK - Shade Structure
4119,4397,642,Outdoor Pool,pool,Outdoor Pool Tank - C,C,GORD AND IRENE RISK COMMUNITY CENTRE - Outdoor Pool Tank
4120,17367,642,Indoor Rink,ice,Indoor Ice Pad - A,A,GORD AND IRENE RISK COMMUNITY CENTRE - Indoor Ice Pad
4121,17367,642,Indoor Dry Pad,ice,Indoor Dry Pad - A,A,GORD AND IRENE RISK COMMUNITY CENTRE - Indoor Ice Pad
4122,29832,642,Kitchen,room,Kitchen - A,A,GORD AND IRENE RISK COMMUNITY CENTRE - Kitchen
4123,30242,642,Dressing Room,None,Change Room,None,GORD AND IRENE RISK COMMUNITY CENTRE - Dressing Room - Female
4124,30243,642,Dressing Room,None,Change Room,None,GORD AND IRENE RISK COMMUNITY CENTRE - Dressing Room - Male
4125,30244,642,Dressing Room,None,Change Room,None,GORD AND IRENE RISK COMMUNITY CENTRE - Dressing Room - Unisex (  1)
4126,30246,642,Dressing Room,None,Change Room,None,GORD AND IRENE RISK COMMUNITY CENTRE - Dressing Room - Unisex (  2)
4127,30247,642,Dressing Room,None,Change Room,None,GORD AND IRENE RISK COMMUNITY CENTRE - Dressing Room - Unisex (  3)
4128,48263,642,Lounge,room,Room - C,C,GORD AND IRENE RISK COMMUNITY CENTRE - Lounge
4129,48265,642,Multipurpose Room,room,Room - C,C,GORD AND IRENE RISK COMMUNITY CENTRE - Multipurpose Room (  1)
4130,48266,642,Multipurpose Room,room,Room - C,C,GORD AND IRENE RISK COMMUNITY CENTRE - Multipurpose Room (  2)
4131,48267,642,Preschool,room,Preschool - B,B,GORD AND IRENE RISK COMMUNITY CENTRE - Preschool
4132,60082,642,Indoor Bocce Court,None,Indoor Bocce Court,None,GORD AND IRENE RISK COMMUNITY CENTRE - Indoor Bocce Court (  1)
